"ID_CLASSIFICACAO_PILOTOS","ID_RESULTADOS","ID_PILOTO","PONTOS_PILOTO","POSICAO_PILOTO","VITORIAS_PILOTO"
13634,7261,21,7,5,0
13676,7262,13,27,3,2
13671,7263,8,22,4,1
13672,7264,4,28,2,1
13673,7265,1,30,1,0
13674,7266,2,15,5,0
13698,7267,13,33,3,2
13693,7268,8,23,4,1
13694,7269,4,38,1,2
13695,7270,1,38,2,0
13696,7271,2,18,5,0
13719,7272,21,13,6,0
13717,7273,1,48,1,1
13715,7274,8,27,4,1
13723,7275,15,4,13,0
13727,7276,17,0,15,0
13725,7277,22,0,17,0
13741,7278,21,13,6,0
13739,7279,1,58,1,2
13737,7280,8,32,4,1
13749,7281,17,2,14,0
13745,7282,15,7,10,0
13747,7283,22,0,18,0
13764,7284,21,16,7,0
13762,7285,1,64,1,2
13760,7286,8,42,4,2
13768,7287,15,7,10,0
13770,7288,22,0,19,0
13786,7289,2,33,5,0
13785,7290,1,70,1,2
13783,7291,8,52,3,3
13788,7292,13,51,4,2
13791,7293,15,7,10,0
13793,7294,22,0,18,0
13812,7295,3,5,13,0
13810,7296,21,17,7,0
13806,7297,8,52,4,3
13807,7298,4,68,2,3
13808,7299,1,70,1,2
13831,7300,1,80,1,3
13829,7301,8,60,3,3
13834,7302,13,59,4,2
13839,7303,22,0,18,0
13854,7304,1,84,1,3
13852,7305,8,68,4,3
13859,7306,23,5,14,0
13860,7307,15,7,13,0
13878,7308,1,92,1,3
13876,7309,8,74,3,3
13882,7310,3,12,10,0
13883,7311,23,5,14,0
13902,7312,1,97,1,3
13900,7313,8,84,3,4
13906,7314,3,15,9,0
13907,7315,23,5,14,0
13926,7316,1,107,1,4
13924,7317,8,90,3,4
13930,7318,3,15,9,0
13931,7319,23,5,14,0
13950,7320,1,107,1,4
13948,7321,8,100,3,5
13954,7322,3,15,9,0
13976,7323,21,21,8,0
13974,7324,1,109,2,4
15883,7325,150,0,33,0
15881,7326,114,0,31,0
15879,7327,109,0,29,0
15875,7328,78,0,25,0
15873,7329,122,0,23,0
15871,7330,110,0,21,0
15869,7331,148,0,19,0
15867,7332,95,0,17,0
15865,7333,147,0,15,0
15863,7334,90,0,13,0
15861,7335,145,0,11,0
15857,7336,94,0,7,0
15858,7337,103,0,8,0
15859,7338,119,0,9,0
15884,7339,92,0,34,0
15882,7340,149,0,32,0
15880,7341,99,0,30,0
15878,7342,81,0,28,0
15876,7343,151,0,26,0
15874,7344,118,0,24,0
15872,7345,117,0,22,0
15870,7346,129,0,20,0
15868,7347,77,0,18,0
15866,7348,88,0,16,0
15864,7349,127,0,14,0
15862,7350,146,0,12,0
15860,7351,105,0,10,0
15918,7352,92,0,35,0
15916,7353,149,0,34,0
15915,7354,114,0,26,0
15913,7355,109,0,32,0
15911,7356,140,0,31,0
15910,7357,151,0,24,0
15908,7358,118,0,27,0
15907,7359,122,0,30,0
15906,7360,117,9,2,1
15902,7361,77,6,4,0
15903,7362,148,0,25,0
15904,7363,129,0,28,0
15900,7364,88,0,23,0
15901,7365,95,3,7,0
15899,7366,147,0,21,0
15898,7367,127,0,20,0
15897,7368,90,0,18,0
15896,7369,146,0,17,0
15895,7370,145,0,13,0
15893,7371,119,0,12,0
15890,7372,138,1,9,0
15888,7373,137,4,6,0
15945,7374,78,0,17,0
15944,7375,118,0,13,0
15943,7376,122,0,31,0
15941,7377,110,0,29,0
15939,7378,148,0,27,0
15938,7379,77,12,3,0
15937,7380,95,3,9,0
15936,7381,88,0,28,0
15935,7382,147,0,19,0
15934,7383,127,0,23,0
15930,7384,105,0,18,0
15929,7385,119,9,4,1
15928,7386,103,0,14,0
15927,7387,94,0,12,0
15926,7388,138,1,11,0
15925,7389,131,2,10,0
15924,7390,137,6,7,0
15995,7391,133,2,10,0
15993,7392,92,0,36,0
15992,7393,150,0,39,0
15991,7394,149,0,37,0
15990,7395,114,0,32,0
15988,7396,109,0,22,0
15987,7397,81,0,26,0
15971,7398,146,0,23,0
15969,7399,105,0,20,0
15968,7400,119,9,5,1
15967,7401,103,1,12,0
15966,7402,94,0,14,0
15965,7403,138,1,13,0
15964,7404,131,2,11,0
15963,7405,137,6,7,0
15962,7406,123,9,6,0
16020,7407,117,14,3,1
16019,7408,110,0,30,0
16017,7409,148,0,16,0
16015,7410,95,7,8,0
16014,7411,88,0,24,0
16008,7412,105,0,21,0
16009,7413,145,4,9,0
16010,7414,146,0,25,0
16007,7415,119,9,6,1
16006,7416,103,1,13,0
16005,7417,94,0,15,0
16004,7418,138,1,14,0
16051,7419,127,0,29,0
16050,7420,90,0,28,0
16049,7421,146,0,25,0
16039,7422,55,13,4,0
16047,7423,105,0,20,0
16046,7424,119,9,8,1
16044,7425,94,0,15,0
16043,7426,138,1,14,0
16042,7427,131,2,10,0
16088,7428,146,0,25,0
16081,7429,131,2,11,0
16082,7430,138,1,15,0
16083,7431,94,0,16,0
16084,7432,103,1,14,0
16077,7433,102,35,1,3
16078,7434,55,13,5,0
16079,7435,123,11,7,0
16128,7436,90,0,29,0
16126,7437,145,7,9,0
16125,7438,105,0,22,0
16123,7439,103,4,11,0
16122,7440,94,0,17,0
16121,7441,138,1,16,0
16120,7442,131,2,13,0
16119,7443,137,18,4,0
16118,7444,123,17,5,0
16167,7445,90,0,29,0
16165,7446,145,13,7,0
16164,7447,105,0,22,0
16162,7448,103,4,11,0
16161,7449,94,0,17,0
16160,7450,138,1,16,0
16159,7451,131,2,13,0
16158,7452,137,18,5,0
16157,7453,123,18,4,0
16206,7454,90,0,31,0
16204,7455,145,13,8,0
16203,7456,105,0,23,0
16202,7457,119,15,6,1
16201,7458,103,5,11,0
16200,7459,94,0,18,0
16199,7460,138,1,16,0
16198,7461,131,2,14,0
16245,7462,90,0,31,0
16243,7463,145,16,6,0
16242,7464,105,0,23,0
16241,7465,119,15,7,1
16240,7466,103,5,11,0
16239,7467,94,0,19,0
16238,7468,138,1,16,0
16237,7469,131,2,14,0
16284,7470,90,0,31,0
16282,7471,145,16,7,0
16281,7472,105,0,23,0
16280,7473,119,17,6,1
16279,7474,103,5,11,0
16278,7475,94,0,19,0
16277,7476,138,2,15,0
16276,7477,131,2,14,0
16321,7478,145,17,8,0
16311,7479,102,78,1,6
16319,7480,119,17,7,1
16317,7481,94,0,19,0
16316,7482,138,2,15,0
16315,7483,131,2,14,0
16314,7484,137,26,5,0
16313,7485,123,27,4,1
16362,7486,90,0,32,0
16360,7487,145,21,7,0
16359,7488,105,0,23,0
16358,7489,119,19,8,1
16357,7490,103,5,11,0
16356,7491,94,0,19,0
16355,7492,138,2,16,0
16354,7493,131,2,14,0
16389,7494,102,78,1,6
16399,7495,145,21,8,0
16397,7496,119,22,7,1
16396,7497,103,5,13,0
16395,7498,94,0,21,0
16394,7499,138,3,15,0
16429,7500,102,78,1,6
16438,7501,105,0,24,0
16436,7502,103,5,13,0
16435,7503,94,0,21,0
16434,7504,138,3,15,0
16433,7505,131,2,17,0
16432,7506,137,43,3,2
15877,7507,140,0,27,0
15856,7508,138,1,6,0
15855,7509,131,2,5,0
15854,7510,137,3,4,0
15853,7511,123,4,3,0
15852,7512,55,6,2,0
15851,7513,102,9,1,1
15887,7514,123,6,5,0
15886,7515,55,6,3,0
15885,7516,102,13,1,1
15923,7517,123,6,6,0
15922,7518,55,7,5,0
15970,7519,145,4,8,0
15960,7520,102,22,1,2
15961,7521,55,13,3,0
16002,7522,137,12,5,0
15999,7523,102,31,1,3
16041,7524,137,13,6,0
16040,7525,123,11,7,0
16038,7526,102,31,1,3
16086,7527,105,0,21,0
16085,7528,119,10,8,1
16080,7529,137,16,4,0
16116,7530,102,39,2,3
16155,7531,102,48,1,4
16197,7532,137,22,5,0
16195,7533,55,13,7,0
16194,7534,102,54,1,4
16236,7535,137,24,5,0
16234,7536,55,13,8,0
16233,7537,102,63,1,5
16275,7538,137,24,5,0
16273,7539,55,13,9,0
16272,7540,102,72,1,6
16318,7541,103,5,11,0
16312,7542,55,13,9,0
16353,7543,137,26,6,0
16351,7544,55,13,9,0
16350,7545,102,78,1,6
16393,7546,131,2,17,0
16392,7547,137,35,4,1
16390,7548,55,13,9,0
16431,7549,123,34,6,1
16430,7550,55,13,9,0
15917,7551,150,0,36,0
15914,7552,99,0,33,0
15909,7553,78,0,15,0
15905,7554,110,0,29,0
15931,7555,145,4,8,0
15932,7556,146,0,21,0
15933,7557,90,0,22,0
15994,7558,112,0,18,0
15989,7559,99,0,35,0
16018,7560,129,0,26,0
16016,7561,77,19,2,0
16003,7562,131,2,10,0
16096,7563,129,0,26,0
16099,7564,122,6,10,0
16151,7565,133,2,12,0
16117,7566,55,13,6,0
16190,7567,133,2,12,0
16156,7568,55,13,6,0
16403,7569,147,0,28,0
16398,7570,105,0,24,0
16437,7571,119,23,7,1
17093,7572,128,0,34,0
17091,7573,142,0,32,0
17089,7574,141,0,30,0
17087,7575,140,0,28,0
17085,7576,103,0,26,0
17083,7577,81,0,24,0
17081,7578,87,0,22,0
17079,7579,95,0,20,0
17077,7580,123,0,18,0
17075,7581,105,0,16,0
17073,7582,119,0,14,0
17071,7583,55,0,12,0
17069,7584,92,0,10,0
17067,7585,99,0,8,0
17092,7586,129,0,33,0
17090,7587,110,0,31,0
17088,7588,100,0,29,0
17086,7589,133,0,27,0
17084,7590,109,0,25,0
17082,7591,139,0,23,0
17080,7592,127,0,21,0
17078,7593,77,0,19,0
17076,7594,122,0,17,0
17074,7595,90,0,15,0
17072,7596,57,0,13,0
17070,7597,84,0,11,0
17068,7598,94,0,9,0
17066,7599,78,0,7,0
17065,7600,88,1,6,0
17064,7601,138,2,5,0
17063,7602,131,3,4,0
17062,7603,137,4,3,0
17061,7604,117,6,2,0
17060,7605,102,10,1,1
17112,7606,77,4,5,0
17111,7607,123,0,17,0
17110,7608,122,0,24,0
17109,7609,105,0,22,0
17108,7610,90,0,10,0
17107,7611,119,6,3,0
17106,7612,57,0,14,0
17104,7613,84,0,18,0
17102,7614,94,0,15,0
17100,7615,78,0,11,0
17099,7616,88,1,9,0
17098,7617,138,2,7,0
17096,7618,137,6,4,0
17105,7619,55,1,8,0
17097,7620,131,3,6,0
17103,7621,92,0,16,0
17101,7622,99,0,13,0
17095,7623,117,9,2,0
17094,7624,102,20,1,2
17139,7625,55,1,11,0
17138,7626,84,0,23,0
17135,7627,99,0,19,0
17134,7628,78,0,16,0
17133,7629,88,1,12,0
17132,7630,138,2,10,0
17131,7631,131,3,8,0
17129,7632,117,9,3,0
17130,7633,137,6,5,0
17137,7634,92,0,21,0
17136,7635,94,3,7,0
17128,7636,102,30,1,3
17171,7637,94,3,10,0
17170,7638,99,0,22,0
17167,7639,138,2,13,0
17166,7640,131,3,11,0
17164,7641,117,11,2,0
17194,7642,142,0,35,0
17169,7643,78,0,18,0
17165,7644,137,6,6,0
17168,7645,88,1,15,0
17163,7646,102,40,1,4
17207,7647,92,2,13,0
17206,7648,94,3,10,0
17204,7649,78,0,20,0
17202,7650,138,2,15,0
17199,7651,117,11,3,0
17203,7652,88,1,17,0
17205,7653,99,0,24,0
17201,7654,131,9,6,0
17200,7655,137,16,2,1
17198,7656,102,40,1,4
17241,7657,99,0,25,0
17239,7658,88,1,18,0
17238,7659,138,2,15,0
17237,7660,131,9,7,0
17235,7661,117,11,5,0
17264,7662,110,6,8,0
17240,7663,78,0,22,0
17234,7664,102,44,1,4
17236,7665,137,16,3,1
17278,7666,94,3,12,0
17276,7667,78,0,23,0
17275,7668,88,1,18,0
17274,7669,138,2,15,0
17273,7670,131,9,7,0
17271,7671,117,17,4,0
17301,7672,142,0,36,0
17277,7673,99,0,26,0
17270,7674,102,48,1,4
17272,7675,137,16,5,1
17314,7676,94,3,12,0
17312,7677,78,0,23,0
17311,7678,88,1,18,0
17310,7679,138,2,14,0
17309,7680,131,9,7,0
17307,7681,117,21,4,0
17337,7682,142,0,36,0
17313,7683,99,0,26,0
17306,7684,102,51,1,4
17308,7685,137,18,5,1
17350,7686,94,3,13,0
17348,7687,78,0,23,0
17347,7688,88,1,18,0
17346,7689,138,2,14,0
17345,7690,131,9,8,0
17343,7691,117,21,4,0
17349,7692,99,0,26,0
17374,7693,129,0,32,0
17351,7694,92,4,12,0
17344,7695,137,18,6,1
17342,7696,102,51,1,4
17387,7697,94,3,13,0
17385,7698,78,0,24,0
17384,7699,88,1,19,0
17383,7700,138,2,14,0
17382,7701,131,9,8,0
17380,7702,117,21,5,0
17386,7703,99,0,27,0
17410,7704,142,0,37,0
17404,7705,103,1,17,0
17381,7706,137,18,6,1
17379,7707,102,61,1,5
17422,7708,78,0,26,0
17421,7709,88,1,20,0
17420,7710,138,2,14,0
17419,7711,131,9,8,0
17417,7712,117,21,6,0
17448,7713,129,0,31,0
17446,7714,110,9,9,0
17439,7715,81,0,23,0
17416,7716,102,71,1,6
17418,7717,137,22,5,1
17460,7718,78,0,27,0
17459,7719,88,1,21,0
17458,7720,138,2,14,0
17455,7721,117,25,5,0
17486,7722,129,0,32,0
17454,7723,102,77,1,6
17477,7724,81,0,24,0
17457,7725,131,9,8,0
17456,7726,137,23,6,1
17497,7727,88,1,21,0
17496,7728,138,2,15,0
17493,7729,117,25,6,0
17522,7730,110,9,9,0
17492,7731,102,83,1,6
17514,7732,139,1,17,0
17495,7733,131,9,8,0
17494,7734,137,25,5,1
17536,7735,78,0,27,0
17533,7736,131,9,8,0
17531,7737,117,31,4,0
17562,7738,129,0,33,0
17532,7739,137,25,6,1
17553,7740,81,0,25,0
17535,7741,88,1,21,0
17530,7742,102,85,1,6
17534,7743,138,2,15,0
17575,7744,78,0,28,0
17574,7745,88,1,22,0
17573,7746,138,2,15,0
17572,7747,131,10,8,0
17571,7748,137,25,6,1
17595,7749,133,0,34,0
17602,7750,128,0,32,0
17592,7751,81,0,26,0
17570,7752,117,34,5,0
17569,7753,102,91,1,6
17615,7754,88,1,22,0
17614,7755,138,2,15,0
17613,7756,131,10,8,0
17612,7757,137,44342,6,1
17633,7758,81,1,24,0
17640,7759,110,9,9,0
17611,7760,117,34,5,0
17610,7761,102,96,1,7
17670,7762,1,1,10,0
17714,7763,10,10,4,0
17729,7764,5,4,9,0
17730,7765,1,4,10,0
17728,7766,6,0,18,0
17727,7767,12,0,20,0
17726,7768,13,0,15,0
17725,7769,8,0,16,0
17724,7770,9,0,19,0
17723,7771,20,10,3,1
17717,7772,67,3,12,0
17718,7773,7,1,13,0
17719,7774,16,0,14,0
17720,7775,2,4,7,0
17721,7776,21,0,17,0
17722,7777,17,44325,5,0
17716,7778,3,44319,11,0
17715,7779,4,4,8,0
17713,7780,15,44324,6,0
17711,7781,18,21,1,2
17712,7782,22,15,2,0
17769,7783,5,4,10,0
17768,7784,6,0,19,0
17767,7785,12,0,17,0
17766,7786,13,0,15,0
17765,7787,8,3,12,0
17764,7788,9,0,20,0
17763,7789,20,18,3,1
17761,7790,21,0,18,0
17760,7791,2,4,9,0
17759,7792,16,0,16,0
17758,7793,7,1,14,0
17757,7794,67,3,13,0
17756,7795,3,44319,11,0
17754,7796,10,12,5,0
17752,7797,22,19,2,0
17770,7798,1,9,7,0
17762,7799,17,44325,6,0
17751,7800,18,31,1,3
17753,7801,15,44330,4,0
17755,7802,4,5,8,0
17771,7803,18,41,1,4
17772,7804,22,27,2,0
17773,7805,15,44330,5,0
17774,7806,10,12,6,0
17775,7807,4,9,8,0
17776,7808,3,44320,10,0
17777,7809,67,3,14,0
17778,7810,7,1,15,0
17779,7811,16,0,16,0
17780,7812,2,6,9,0
17781,7813,21,0,19,0
17782,7814,17,44331,4,0
17783,7815,20,23,3,1
17784,7816,9,0,18,0
17785,7817,8,3,13,0
17786,7818,13,3,12,0
17787,7819,12,0,17,0
17788,7820,6,0,20,0
17789,7821,5,4,11,0
17790,7822,1,9,7,0
17946,7823,13,8,10,0
17947,7824,12,0,18,0
17950,7825,1,9,9,0
17931,7826,18,51,1,5
17949,7827,5,4,13,0
17948,7828,6,0,20,0
17945,7829,8,9,8,0
17944,7830,9,0,19,0
17943,7831,20,23,3,1
17942,7832,17,44335,4,0
17941,7833,21,0,16,0
17940,7834,2,6,12,0
17939,7835,16,0,17,0
17938,7836,7,2,15,0
17936,7837,3,44323,11,0
17937,7838,67,3,14,0
17935,7839,4,11,7,0
17934,7840,10,12,6,0
17933,7841,15,44330,5,0
17932,7842,22,35,2,0
17890,7843,1,9,11,0
17889,7844,5,4,13,0
17888,7845,6,0,20,0
17887,7846,12,0,19,0
17885,7847,8,9,10,0
17884,7848,9,2,15,0
17882,7849,17,44343,4,0
17880,7850,2,6,12,0
17878,7851,7,2,16,0
17874,7852,10,13,6,0
17872,7853,22,35,2,0
17883,7854,20,29,3,1
17877,7855,67,3,14,0
17879,7856,16,0,18,0
17871,7857,18,61,1,6
17873,7858,15,44335,5,0
17881,7859,21,0,17,0
17886,7860,13,11,8,0
17876,7861,3,44327,7,0
17875,7862,4,11,9,0
17930,7863,1,9,11,0
17929,7864,5,4,13,0
17928,7865,6,0,20,0
17927,7866,12,0,19,0
17925,7867,8,10,10,0
17924,7868,9,2,15,0
17922,7869,17,36,4,0
17920,7870,2,6,12,0
17918,7871,7,2,16,0
17914,7872,10,13,8,0
17912,7873,22,41,2,0
17923,7874,20,39,3,2
17917,7875,67,3,14,0
17919,7876,16,0,18,0
17911,7877,18,64,1,6
17913,7878,15,44337,5,0
17921,7879,21,0,17,0
17926,7880,13,16,6,0
17916,7881,3,44331,7,0
17915,7882,4,11,9,0
17951,7883,18,68,1,6
17952,7884,22,44,4,0
17953,7885,15,44337,6,0
17954,7886,10,13,8,0
17955,7887,4,13,9,0
17956,7888,3,44336,7,0
17957,7889,67,3,14,0
17958,7890,7,2,16,0
17959,7891,16,0,18,0
17960,7892,2,6,12,0
17961,7893,21,0,17,0
17962,7894,17,46,3,1
17963,7895,20,47,2,2
17964,7896,9,2,15,0
17965,7897,8,10,10,0
17966,7898,13,22,5,0
17967,7899,12,0,19,0
17968,7900,6,0,20,0
17969,7901,5,5,13,0
17970,7902,1,9,11,0
17971,7903,18,70,1,6
17972,7904,22,44,4,0
17973,7905,15,44338,6,0
17974,7906,10,16,10,0
17975,7907,4,13,11,0
17976,7908,3,44341,5,0
17977,7909,67,3,14,0
17978,7910,7,2,16,0
17979,7911,16,0,19,0
17980,7912,2,6,13,0
17981,7913,21,0,17,0
17982,7914,17,52,2,1
17983,7915,20,47,3,2
17984,7916,9,2,15,0
17985,7917,8,18,9,0
17986,7918,13,22,7,0
17987,7919,12,0,20,0
17988,7920,6,0,18,0
17989,7921,5,9,12,0
17990,7922,1,19,8,1
17991,7923,153,0,21,0
17992,7924,18,72,1,6
17993,7925,22,54,2,1
17994,7926,15,44338,8,0
17995,7927,10,16,10,0
17996,7928,4,16,11,0
17997,7929,3,44345,5,0
17998,7930,67,3,15,0
17999,7931,7,2,16,0
18000,7932,16,0,18,0
18001,7933,2,6,13,0
18002,7934,21,0,17,0
18003,7935,17,52,3,1
18004,7936,20,47,4,2
18005,7937,9,3,14,0
18006,7938,8,24,7,0
18007,7939,13,22,9,0
18008,7940,12,0,20,0
18009,7941,6,0,19,0
18010,7942,5,14,12,0
18011,7943,1,27,6,1
18012,7944,153,0,21,0
18013,7945,154,0,22,0
18014,7946,69,0,23,0
18015,7947,18,72,1,6
18016,7948,22,56,2,1
18017,7949,15,44338,8,0
18018,7950,10,16,11,0
18019,7951,4,16,12,0
18020,7952,3,44346,6,0
18021,7953,67,3,16,0
18022,7954,7,2,17,0
18023,7955,16,0,18,0
18024,7956,2,10,13,0
18025,7957,21,8,14,0
18026,7958,17,52,4,1
18027,7959,20,53,3,2
18028,7960,9,8,15,0
18029,7961,8,34,5,1
18030,7962,13,22,9,0
18031,7963,12,0,20,0
18032,7964,6,0,19,0
18033,7965,5,17,10,0
18034,7966,1,27,7,1
18035,7967,153,0,22,0
18036,7968,154,0,23,0
18037,7969,69,0,21,0
18038,7970,18,80,1,6
18039,7971,22,66,2,2
18040,7972,15,44338,8,0
18041,7973,10,16,12,0
18042,7974,4,20,11,0
18043,7975,3,44346,6,0
18044,7976,67,3,17,0
18045,7977,7,2,18,0
18046,7978,16,5,16,0
18047,7979,2,12,13,0
18048,7980,21,8,14,0
18049,7981,17,52,4,1
18050,7982,20,54,3,2
18051,7983,9,8,15,0
18052,7984,8,40,5,1
18053,7985,13,22,9,0
18054,7986,12,0,20,0
18055,7987,6,0,19,0
18056,7988,5,20,10,0
18057,7989,1,27,7,1
18058,7990,153,0,23,0
18059,7991,154,0,22,0
18060,7992,69,0,21,0
18061,7993,24,0,24,0
18062,7994,18,84,1,6
18063,7995,22,69,2,2
18064,7996,15,44338,10,0
18065,7997,10,24,9,0
18066,7998,4,26,8,0
18067,7999,3,44346,7,0
18068,8000,67,3,17,0
18069,8001,7,2,18,0
18070,8002,16,5,16,0
18071,8003,2,12,13,0
18072,8004,21,8,15,0
18073,8005,17,52,4,1
18074,8006,20,59,3,2
18075,8007,9,9,14,0
18076,8008,8,40,5,1
18077,8009,13,22,11,0
18078,8010,12,0,20,0
18079,8011,6,0,19,0
18080,8012,5,22,12,0
18081,8013,1,37,6,2
18082,8014,153,0,24,0
18083,8015,154,0,23,0
18084,8016,69,0,21,0
18085,8017,24,0,22,0
18133,8018,24,0,21,0
18132,8019,69,0,22,0
18131,8020,154,0,23,0
18130,8021,153,0,24,0
18129,8022,1,43,6,2
18128,8023,5,22,12,0
18127,8024,6,0,19,0
18126,8025,12,0,20,0
18124,8026,8,45,5,1
18119,8027,2,15,13,0
18117,8028,7,2,18,0
18115,8029,3,35,7,0
18114,8030,4,26,9,0
18113,8031,10,24,10,0
18112,8032,15,44346,8,0
18125,8033,13,22,11,0
18121,8034,17,52,4,1
18120,8035,21,8,15,0
18116,8036,67,3,17,0
18122,8037,20,69,3,3
18123,8038,9,9,14,0
18118,8039,16,5,16,0
18110,8040,18,85,1,6
18111,8041,22,71,2,2
18134,8042,18,89,1,6
18135,8043,22,72,3,2
18136,8044,15,44346,8,0
18137,8045,10,24,10,0
18138,8046,4,26,9,0
18139,8047,3,35,7,0
18140,8048,67,5,17,0
18141,8049,7,2,18,0
18142,8050,16,5,16,0
18143,8051,2,15,14,0
18144,8052,21,8,15,0
18145,8053,17,62,4,2
18146,8054,20,74,2,3
18147,8055,9,17,13,0
18148,8056,8,48,6,1
18149,8057,13,22,11,0
18150,8058,12,0,20,0
18151,8059,6,0,19,0
18152,8060,5,22,12,0
18153,8061,1,49,5,2
18154,8062,153,0,24,0
18155,8063,154,0,23,0
18156,8064,69,0,25,0
18157,8065,24,0,22,0
18158,8066,155,0,21,0
18159,8067,95,9,1,1
18160,8068,117,6,2,0
18161,8069,127,4,3,0
18162,8070,65,3,4,0
18163,8071,118,2,5,0
18164,8072,145,1,6,0
18165,8073,156,0,7,0
18166,8074,138,0,8,0
18167,8075,129,0,9,0
18168,8076,105,0,10,0
18169,8077,102,0,11,0
18170,8078,112,0,12,0
18171,8079,110,0,13,0
18172,8080,157,0,14,0
18173,8081,119,0,15,0
18174,8082,158,0,16,0
18175,8083,146,0,17,0
18176,8084,84,0,18,0
18177,8085,122,0,19,0
18178,8086,137,0,20,0
18179,8087,131,0,21,0
18180,8088,123,0,22,0
18181,8089,94,0,23,0
18182,8090,77,0,24,0
18183,8091,159,0,25,0
18184,8092,114,0,26,0
18185,8093,163,0,27,0
18186,8094,148,0,28,0
18187,8095,90,0,29,0
18188,8096,133,0,30,0
18189,8097,160,0,31,0
18190,8098,161,0,32,0
18191,8099,162,0,33,0
18192,8100,164,0,34,0
18193,8101,88,0,35,0
18194,8102,140,0,36,0
18195,8103,92,0,37,0
18196,8104,95,9,3,1
18197,8105,117,12,1,0
18198,8106,127,4,5,0
18199,8107,65,3,7,0
18200,8108,118,4,6,0
18201,8109,145,5,4,0
18202,8110,156,1,9,0
18203,8111,138,0,11,0
18204,8112,129,0,14,0
18205,8113,105,0,16,0
18206,8114,102,9,2,1
18207,8115,112,0,17,0
18208,8116,110,0,15,0
18209,8117,157,0,19,0
18210,8118,119,0,20,0
18211,8119,158,0,13,0
18212,8120,146,0,24,0
18213,8121,84,0,21,0
18214,8122,122,0,25,0
18215,8123,137,0,23,0
18216,8124,131,0,26,0
18217,8125,123,3,8,0
18218,8126,94,0,27,0
18219,8127,77,0,28,0
18220,8128,159,0,22,0
18221,8129,114,0,29,0
18222,8130,163,0,30,0
18223,8131,148,0,31,0
18224,8132,90,0,32,0
18225,8133,133,0,10,0
18226,8134,160,0,34,0
18227,8135,161,0,35,0
18228,8136,162,0,36,0
18229,8137,164,0,38,0
18230,8138,88,0,39,0
18231,8139,140,0,37,0
18232,8140,92,0,33,0
18233,8141,99,0,12,0
18234,8142,78,0,18,0
18235,8143,95,9,3,1
18236,8144,117,18,2,0
18237,8145,127,4,5,0
18238,8146,65,3,10,0
18239,8147,118,4,7,0
18240,8148,145,5,4,0
18241,8149,156,1,12,0
18242,8150,138,0,15,0
18243,8151,129,0,17,0
18244,8152,105,2,11,0
18245,8153,102,18,1,2
18246,8154,112,0,20,0
18247,8155,110,0,18,0
18248,8156,157,0,23,0
18249,8157,119,0,24,0
18250,8158,158,0,14,0
18251,8159,146,0,27,0
18252,8160,84,1,13,0
18253,8161,122,0,19,0
18254,8162,137,0,26,0
18255,8163,131,4,6,0
18256,8164,123,3,9,0
18257,8165,94,0,29,0
18258,8166,77,0,30,0
18259,8167,159,0,25,0
18260,8168,114,0,32,0
18261,8169,163,0,21,0
18262,8170,148,0,33,0
18263,8171,90,0,28,0
18264,8172,133,3,8,0
18265,8173,160,0,34,0
18266,8174,161,0,37,0
18267,8175,162,0,31,0
18268,8176,164,0,38,0
18269,8177,88,0,39,0
18270,8178,140,0,35,0
18271,8179,92,0,36,0
18272,8180,99,0,16,0
18273,8181,78,0,22,0
18274,8182,95,9,3,1
18275,8183,117,20,2,0
18276,8184,127,4,8,0
18277,8185,65,3,12,0
18278,8186,118,4,9,0
18279,8187,145,8,4,0
18280,8188,156,1,13,0
18281,8189,138,0,18,0
18282,8190,129,0,17,0
18283,8191,105,6,6,0
18284,8192,102,27,1,3
18285,8193,112,0,24,0
18286,8194,110,0,19,0
18287,8195,157,0,22,0
18288,8196,119,6,5,0
18289,8197,158,0,16,0
18290,8198,146,0,28,0
18291,8199,84,1,15,0
18292,8200,122,0,21,0
18293,8201,137,0,20,0
18294,8202,131,4,7,0
18295,8203,123,3,11,0
18296,8204,94,0,27,0
18297,8205,77,0,30,0
18298,8206,159,0,26,0
18299,8207,114,0,33,0
18300,8208,163,0,23,0
18301,8209,148,0,34,0
18302,8210,90,0,29,0
18303,8211,133,3,10,0
18304,8212,160,0,35,0
18305,8213,161,0,37,0
18306,8214,162,0,32,0
18307,8215,164,0,38,0
18308,8216,88,0,39,0
18309,8217,140,0,31,0
18310,8218,92,0,36,0
18311,8219,99,1,14,0
18312,8220,78,0,25,0
18313,8221,95,9,4,1
18314,8222,117,29,1,1
18315,8223,127,4,10,0
18316,8224,65,5,7,0
18317,8225,118,4,12,0
18318,8226,145,8,5,0
18319,8227,156,1,16,0
18320,8228,138,0,20,0
18321,8229,129,0,18,0
18322,8230,105,6,6,0
18323,8231,102,27,2,3
18324,8232,112,0,24,0
18325,8233,110,0,19,0
18326,8234,157,3,14,0
18327,8235,119,12,3,0
18328,8236,158,4,8,0
18329,8237,146,0,30,0
18330,8238,84,1,17,0
18331,8239,122,0,22,0
18332,8240,137,0,21,0
18333,8241,131,4,9,0
18334,8242,123,4,11,0
18335,8243,94,0,29,0
18336,8244,77,0,26,0
18337,8245,159,0,28,0
18338,8246,114,0,33,0
18339,8247,163,0,23,0
18340,8248,148,0,34,0
18341,8249,90,0,31,0
18342,8250,133,3,13,0
18343,8251,160,0,35,0
18344,8252,161,0,37,0
